property_id,Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
84,"94627 Leonard Circles, Port Joseph, FM 90101","94627 Leonard Circles, Port Joseph, FM 90101",Dalas,Flood Zone,94627 Leonard Circles,Port Joseph,FM,90101,SFR,Far,Far,3.47,759,No,Yes,Yes,City,City,1985,3450,6871,Driveway,2,2,Yes,Split,No,3,34.371597,-75.731906,Keys,3.75
85,"40894 Arias Mountain Apt. 946, Lake Cheryl, IA 38065","40894 Arias Mountain Apt. 946, Lake Cheryl, IA 38065", ,Flood Zone,40894 Arias Mountain Apt. 946,Lake Cheryl,IA,38065,Condo,,Far,1.69,509,,,Yes,Well,,1935,2453,6589,Garage,6,4,,,Yes,3,39.662251,-88.684712,Courts,5.78
86,"601 Russell Stravenue Suite 084, Sueberg, TN 83513","601 Russell Stravenue Suite 084, Sueberg, TN 83513",Florida,Flood Zone,601 Russell Stravenue Suite 084,Sueberg,TN,83513,Duplex,Near,Far,1.99,973,Yes,,Yes,,City,2016,3487,6982,Garage,3,3,,,No,4,41.57627,-88.515312,Turnpike,8.04
87,"213 Lisa Views Apt. 566, South Matthew, RI 91119","213 Lisa Views Apt. 566, South Matthew, RI 91119", ,Minimal Flood,213 Lisa Views Apt. 566,South Matthew,RI,91119,Townhouse,Far,,2.83,378,Yes,No,Yes,City,City,1966,2041,4509,,4,2,Yes,Colonial,No,2,37.697257,-116.722873,Turnpike,6.98
88,"62466 James Road Suite 857, West Shaun, AR 09582","62466 James Road Suite 857, West Shaun, AR 09582", ,,62466 James Road Suite 857,West Shaun,AR,09582,SFR,Near,Near,1.72,190,Yes,No,,City,,2004,2178,7362,Driveway,2,2,,Ranch,Yes,2,40.815972,-89.349173,Summit,8.21
89,"93766 Davidson Port, New Deborahstad, DC 87865","93766 Davidson Port, New Deborahstad, DC 87865",Dallas,Flood Zone,93766 Davidson Port,New Deborahstad,DC,87865,Single Family Home,Far,,2.11,825,No,Yes,,,City,1936,2934,9164,Garage,3,1,,Colonial,Yes,3,33.097002,-117.839491,Walks,8.65
90,"63622 Long Roads, Williamsville, IN 38016","63622 Long Roads, Williamsville, IN 38016",Florida,,63622 Long Roads,Williamsville,IN,38016,Single Family Home,Near,Far,3.06,1268,Yes,,,,,2024,2982,7789,Garage,5,2,Yes,Ranch,,4,40.846516,-102.831427,Highway,3.87
91,"01460 Katrina Club Suite 400, West Ryan, NY 01525","01460 Katrina Club Suite 400, West Ryan, NY 01525",Atlanta,,01460 Katrina Club Suite 400,West Ryan,NY,01525,Condo,,Far,1.83,847,Yes,No,No,Well,City,2010,2433,8869,Driveway,5,4,,Colonial,,3,41.997973,-95.763058,Trail,7.9
92,"2356 Hudson Court, West Jessicamouth, AR 84699","2356 Hudson Court, West Jessicamouth, AR 84699",Dalas,Minimal Flood,2356 Hudson Court,West Jessicamouth,AR,84699,Townhouse,,Far,3.02,776,,No,Yes,,City,1982,3041,4279,,6,3,No,Colonial,Yes,1,38.497205,-91.115966,Crossroad,7.2
93,"9746 Ryan Forges, North Andrew, MS 27798","9746 Ryan Forges, North Andrew, MS 27798",Chicago,,9746 Ryan Forges,North Andrew,MS,27798,SFR,Near,,3.33,856,No,,,Well,Septic,1962,3319,3947,,6,1,Yes,,No,2,41.53897,-107.673869,Parkway,6.8
94,"7381 Kelly Hills, Collinsville, MT 29779","7381 Kelly Hills, Collinsville, MT 29779",Chicago,Flood Zone,7381 Kelly Hills,Collinsville,MT,29779,Condo,Near,Near,1.86,388,Yes,Yes,,Well,City,1993,1740,7789,,6,1,,Split,No,1,33.867553,-111.662855,Courts,6.4
95,"208 Mueller Village, Maysburgh, NV 28216","208 Mueller Village, Maysburgh, NV 28216", ,,208 Mueller Village,Maysburgh,NV,28216,Duplex,Near,Far,1.32,40,No,No,No,,Septic,1938,3430,6457,Driveway,1,2,No,Split,,1,35.746194,-78.026632,Via,5.06
96,"5199 Ramirez Rue Apt. 955, Lake Penny, FM 27860","5199 Ramirez Rue Apt. 955, Lake Penny, FM 27860",Florida,Flood Zone,5199 Ramirez Rue Apt. 955,Lake Penny,FM,27860,Duplex,,,3.4,632,,Yes,,Well,City,1926,3093,7680,,1,4,No,Ranch,,5,35.22163,-96.039239,Light,8.21
97,"7212 Matthews Trace Apt. 648, Wendyberg, LA 07120","7212 Matthews Trace Apt. 648, Wendyberg, LA 07120",Florida,Flood Zone,7212 Matthews Trace Apt. 648,Wendyberg,LA,07120,Duplex,Near,,1.27,505,No,Yes,,City,,1944,2894,4233,Street,2,2,Yes,Ranch,No,4,36.831408,-93.606457,Hill,4.52
98,"906 Sanchez Summit Suite 003, Jenniferport, VT 73286","906 Sanchez Summit Suite 003, Jenniferport, VT 73286",Florida,,906 Sanchez Summit Suite 003,Jenniferport,VT,73286,Townhouse,Far,Far,1.58,1170,,,No,Well,,2021,2775,6929,,4,2,No,Colonial,,5,33.498873,-73.375684,Terrace,9.27
99,"96566 Alexis Courts, Danaton, OK 89202","96566 Alexis Courts, Danaton, OK 89202",Atlanta,Flood Zone,96566 Alexis Courts,Danaton,OK,89202,Single Family Home,Far,,1.17,1396,,No,,City,,1966,1283,6594,,3,1,Yes,Split,,2,38.012597,-114.46725,Mount,5.18
100,"22534 Robert Mission Suite 563, Baileyburgh, WI 58831","22534 Robert Mission Suite 563, Baileyburgh, WI 58831",Tampa,Flood Zone,22534 Robert Mission Suite 563,Baileyburgh,WI,58831,SFR,,Far,1.34,679,,No,No,City,City,2003,1337,9841,Driveway,1,1,,Split,Yes,4,40.861832,-93.938719,Vista,5.35
101,"77683 Jack Ramp Apt. 209, Harrisonville, AS 01797","77683 Jack Ramp Apt. 209, Harrisonville, AS 01797",Chicgo,Flood Zone,77683 Jack Ramp Apt. 209,Harrisonville,AS,01797,Duplex,Far,,2.37,1054,No,Yes,,City,City,1943,1553,7601,Garage,1,3,No,Ranch,Yes,3,37.6521,-73.626291,Plain,3.81
102,"37367 Nicholas Prairie, West Deanna, ID 15364","37367 Nicholas Prairie, West Deanna, ID 15364",Florida,,37367 Nicholas Prairie,West Deanna,ID,15364,Townhouse,Near,Far,3.3,462,,No,Yes,City,,2006,726,3574,Garage,1,2,Yes,Split,No,2,36.066222,-110.556396,Knolls,3.02
103,"24078 Hendricks Ridges Suite 271, West Hannahhaven, FM 83623","24078 Hendricks Ridges Suite 271, West Hannahhaven, FM 83623",Atlanta,Minimal Flood,24078 Hendricks Ridges Suite 271,West Hannahhaven,FM,83623,Duplex,,Near,1.81,450,,Yes,,City,Septic,1960,2898,7354,Street,1,3,Yes,Split,Yes,1,38.179196,-115.134267,Mountains,7.55
104,"86553 Joseph Haven, East Paul, DE 70509","86553 Joseph Haven, East Paul, DE 70509",Chicago,,86553 Joseph Haven,East Paul,DE,70509,Condo,Near,Far,3.2,338,No,,No,Well,Septic,1975,1893,4195,Driveway,1,4,Yes,,,3,38.817991,-86.684803,Heights,6.32
105,"72003 Jesse Points, Butlerberg, KS 13044","72003 Jesse Points, Butlerberg, KS 13044",Tampa,,72003 Jesse Points,Butlerberg,KS,13044,SFR,Far,Far,1.03,912,,Yes,,,City,2009,1207,9402,,1,4,Yes,Colonial,,2,41.830699,-76.130623,Lights,3.43
106,"9264 Ruiz Falls, Nathanborough, AL 33008","9264 Ruiz Falls, Nathanborough, AL 33008",Chicago,,9264 Ruiz Falls,Nathanborough,AL,33008,Townhouse,Near,,1.73,1885,Yes,Yes,,Well,Septic,1952,2493,4441,,5,2,,Split,,4,39.069176,-109.364621,Circle,6.14
107,"7054 Kelly Mews, Shawnfurt, WA 24945","7054 Kelly Mews, Shawnfurt, WA 24945",Florida,Minimal Flood,7054 Kelly Mews,Shawnfurt,WA,24945,SFR,Near,Far,1.67,1338,,Yes,,City,Septic,1932,2827,4528,Driveway,1,4,Yes,,No,5,36.787761,-75.208988,Forest,4.03
108,"883 Sarah Estate Apt. 161, East Wesley, PW 77254","883 Sarah Estate Apt. 161, East Wesley, PW 77254",Atlanta,Flood Zone,883 Sarah Estate Apt. 161,East Wesley,PW,77254,SFR,Near,Far,2.03,6,Yes,Yes,Yes,,City,1989,3392,7279,Street,4,3,,Split,Yes,1,41.987827,-76.179766,Prairie,6.79
109,"316 Connie Station, Brandichester, DC 74888","316 Connie Station, Brandichester, DC 74888",Tampa,Minimal Flood,316 Connie Station,Brandichester,DC,74888,Single Family Home,Far,,1.33,1835,Yes,No,,,Septic,1951,3436,9268,,5,3,Yes,Ranch,Yes,2,40.398915,-86.155421,Green,6.72
110,"0370 Mejia Field, Fisherchester, WA 90219","0370 Mejia Field, Fisherchester, WA 90219",Chicgo,,0370 Mejia Field,Fisherchester,WA,90219,Condo,Near,Far,2.43,912,No,,Yes,City,City,2004,993,8820,,4,1,No,,,5,35.945296,-88.69369,Court,6.01
111,"582 Webb Roads Suite 900, South Jerrymouth, IL 02268","582 Webb Roads Suite 900, South Jerrymouth, IL 02268",Chicgo,Minimal Flood,582 Webb Roads Suite 900,South Jerrymouth,IL,02268,SFR,,Near,2.07,1805,,No,Yes,Well,,1964,1011,5565,Driveway,4,4,Yes,Colonial,No,5,33.967424,-78.86135,Parkways,7.09
112,"584 Jonathan Plains Apt. 392, Garciahaven, NE 94536","584 Jonathan Plains Apt. 392, Garciahaven, NE 94536", ,,584 Jonathan Plains Apt. 392,Garciahaven,NE,94536,Townhouse,Near,,1.75,1576,Yes,Yes,Yes,Well,Septic,1975,3460,7100,,3,4,No,Colonial,No,4,40.108397,-73.709249,Streets,3.8
113,"387 Aguirre Loaf Apt. 619, New Janettown, GA 68282","387 Aguirre Loaf Apt. 619, New Janettown, GA 68282",Chicgo,Minimal Flood,387 Aguirre Loaf Apt. 619,New Janettown,GA,68282,Townhouse,Far,Near,3.43,1625,,No,No,City,City,1974,3178,8283,Garage,2,4,Yes,,Yes,5,35.181519,-77.16293,Islands,5.37
114,"75766 Brianna Haven, Joshuaville, TN 19595","75766 Brianna Haven, Joshuaville, TN 19595",Atlanta,,75766 Brianna Haven,Joshuaville,TN,19595,Single Family Home,Far,,2.08,1671,No,No,Yes,,,1930,2237,4597,Garage,3,3,,Ranch,Yes,5,40.453588,-77.692229,Flat,7.66
115,"953 Walsh Square, Port Bryanmouth, NV 56411","953 Walsh Square, Port Bryanmouth, NV 56411",Atlanta,Flood Zone,953 Walsh Square,Port Bryanmouth,NV,56411,Duplex,,,2.73,293,Yes,Yes,,City,,1925,914,5512,Driveway,4,2,No,Colonial,Yes,5,36.372177,-80.136451,Valley,4.53
116,"4839 Mary Inlet, Hooverbury, TX 04018","4839 Mary Inlet, Hooverbury, TX 04018", ,,4839 Mary Inlet,Hooverbury,TX,04018,Single Family Home,,,1.71,1406,Yes,,,Well,City,1980,654,7705,,4,1,Yes,Ranch,No,4,37.128999,-109.134596,Lodge,8.3
117,"22098 Christopher Drives Apt. 085, Christopherchester, KY 70591","22098 Christopher Drives Apt. 085, Christopherchester, KY 70591",Chicgo,,22098 Christopher Drives Apt. 085,Christopherchester,KY,70591,Single Family Home,Near,Far,2.13,1455,Yes,,,Well,Septic,1927,931,9453,Driveway,5,1,,Split,Yes,3,39.230949,-107.161757,Passage,8.23
118,"5889 Elizabeth Route, Brendanside, PA 15297","5889 Elizabeth Route, Brendanside, PA 15297",Chicago,,5889 Elizabeth Route,Brendanside,PA,15297,Townhouse,Near,Far,1.97,1834,,Yes,,Well,City,2021,647,7623,,1,2,,Split,,4,35.955338,-74.932774,Ports,6.41
119,"194 Alvarado Key, Annehaven, NM 59239","194 Alvarado Key, Annehaven, NM 59239", ,,194 Alvarado Key,Annehaven,NM,59239,SFR,,Far,3.36,463,Yes,,No,City,Septic,1960,3319,7626,,5,3,,,No,1,40.730473,-100.680692,Divide,6.11
120,"323 Frank Route Apt. 788, Adamberg, CA 89619","323 Frank Route Apt. 788, Adamberg, CA 89619",Tampa,Flood Zone,323 Frank Route Apt. 788,Adamberg,CA,89619,Condo,,,3.2,139,,No,No,City,Septic,1947,1055,9502,Garage,6,1,No,Split,Yes,2,33.195342,-83.587966,Mews,8.86
121,"9662 Burton Overpass Suite 093, Kristineview, OK 69880","9662 Burton Overpass Suite 093, Kristineview, OK 69880",Dalas,Minimal Flood,9662 Burton Overpass Suite 093,Kristineview,OK,69880,Duplex,Near,Far,2.48,1254,Yes,Yes,,City,Septic,1986,982,8330,Street,2,4,No,,No,3,40.497318,-93.731471,Common,6.52
122,"128 Miranda Station Suite 146, West Jeffrey, PW 84487","128 Miranda Station Suite 146, West Jeffrey, PW 84487",Dallas,Flood Zone,128 Miranda Station Suite 146,West Jeffrey,PW,84487,SFR,Far,,1.24,378,,No,Yes,,Septic,1959,1361,8384,Street,4,3,,,Yes,3,40.447858,-97.240233,Freeway,9.77
123,"1949 Shields Ford Apt. 981, South Mark, OK 50015","1949 Shields Ford Apt. 981, South Mark, OK 50015", ,Flood Zone,1949 Shields Ford Apt. 981,South Mark,OK,50015,Townhouse,Far,,1.9,1458,No,No,,Well,Septic,1954,1943,4811,Driveway,3,2,No,Split,No,3,33.668977,-82.115662,Garden,6.03
124,"6727 Bradford Flat Suite 282, South Jennifer, MH 61367","6727 Bradford Flat Suite 282, South Jennifer, MH 61367",Chicago,,6727 Bradford Flat Suite 282,South Jennifer,MH,61367,Duplex,Near,,3.15,1757,,Yes,No,City,City,1980,2092,8891,Garage,4,1,No,,Yes,1,40.817288,-95.472329,Mews,3.87
125,"70717 Hayden Fork, Heathershire, WV 62190","70717 Hayden Fork, Heathershire, WV 62190",Atlanta,Flood Zone,70717 Hayden Fork,Heathershire,WV,62190,Duplex,,,2.86,254,No,,,Well,Septic,1965,1641,8987,Driveway,5,4,Yes,Split,No,4,36.44278,-82.791627,Ports,8.58
126,"0922 Deleon Underpass Suite 844, New James, UT 21046","0922 Deleon Underpass Suite 844, New James, UT 21046",Dallas,,0922 Deleon Underpass Suite 844,New James,UT,21046,Townhouse,Far,Far,1.81,1826,,Yes,,,,1938,1353,4215,,4,3,No,,No,3,40.66164,-87.962465,Ridges,7.87
127,"652 Thomas Pass, Kimberlytown, WV 58630","652 Thomas Pass, Kimberlytown, WV 58630",Tampa,Minimal Flood,652 Thomas Pass,Kimberlytown,WV,58630,SFR,,Far,3.1,1297,,Yes,Yes,City,,1928,1855,7466,,1,3,,,Yes,4,40.22122,-77.951657,Cliff,7.71
128,"593 Jennifer Lake Suite 987, Rachelmouth, NC 21761","593 Jennifer Lake Suite 987, Rachelmouth, NC 21761",Atlanta,Minimal Flood,593 Jennifer Lake Suite 987,Rachelmouth,NC,21761,Single Family Home,Far,Far,3.1,245,Yes,,,Well,Septic,2006,2583,4113,,4,3,No,,,5,41.716099,-109.516574,Circle,5.72
129,"672 Dawn Wall Apt. 912, West Laura, PA 08126","672 Dawn Wall Apt. 912, West Laura, PA 08126",Atlanta,Minimal Flood,672 Dawn Wall Apt. 912,West Laura,PA,08126,Single Family Home,,,2.7,1184,,,,Well,Septic,1982,3123,6014,Street,1,1,,Split,Yes,1,34.613691,-79.952451,Radial,4.54
130,"8469 Brian Islands, Henryhaven, CO 75736","8469 Brian Islands, Henryhaven, CO 75736",Chicgo,Minimal Flood,8469 Brian Islands,Henryhaven,CO,75736,SFR,,Near,1.49,1923,Yes,No,Yes,City,City,1943,934,9144,Street,6,4,No,,No,5,38.17696,-104.456682,Dam,3.26
131,"8273 Anne Motorway Apt. 481, Sethhaven, NE 39494","8273 Anne Motorway Apt. 481, Sethhaven, NE 39494",Dalas,Flood Zone,8273 Anne Motorway Apt. 481,Sethhaven,NE,39494,Condo,Far,Far,2.63,767,No,Yes,Yes,,,1948,737,6236,Garage,1,2,,,No,3,35.37137,-117.328208,Island,3.17
132,"0942 Cross Highway, North Stephenland, MD 43975","0942 Cross Highway, North Stephenland, MD 43975",Chicago,,0942 Cross Highway,North Stephenland,MD,43975,Duplex,Far,Near,3.44,44,,No,Yes,City,City,1976,1061,4588,,4,2,,,Yes,3,34.035944,-93.127207,Stream,7.77
133,"8459 Carlos Village, Jerryfurt, WY 02240","8459 Carlos Village, Jerryfurt, WY 02240",Chicago,Flood Zone,8459 Carlos Village,Jerryfurt,WY,02240,SFR,Far,,1.44,1607,,Yes,No,City,Septic,1963,2768,5528,Driveway,4,4,,Colonial,No,2,38.743186,-110.516479,Mall,5.41
134,"5849 Melton Inlet, Rebeccaburgh, FM 69328","5849 Melton Inlet, Rebeccaburgh, FM 69328",Dalas,Flood Zone,5849 Melton Inlet,Rebeccaburgh,FM,69328,SFR,Near,Near,2.86,295,No,Yes,Yes,Well,City,1953,1692,4602,Driveway,1,1,Yes,Colonial,No,4,37.65641,-76.667736,Circle,9.69
135,"452 Maxwell Fork Apt. 300, Jimenezmouth, ME 70357","452 Maxwell Fork Apt. 300, Jimenezmouth, ME 70357", ,Minimal Flood,452 Maxwell Fork Apt. 300,Jimenezmouth,ME,70357,Townhouse,,,3.29,1236,Yes,Yes,No,,Septic,1987,1912,6995,Street,4,3,,Colonial,Yes,1,40.730257,-84.300803,Ridges,9.88
136,"96322 Robinson Harbor, Hughesborough, IN 22338","96322 Robinson Harbor, Hughesborough, IN 22338",Chicgo,Flood Zone,96322 Robinson Harbor,Hughesborough,IN,22338,SFR,,,2.99,261,,,No,Well,City,1933,3031,7715,,6,1,No,,,4,39.693604,-78.839086,Skyway,3.75
137,"30841 Conner Track Suite 962, South Angela, WA 02601","30841 Conner Track Suite 962, South Angela, WA 02601",Atlanta,Flood Zone,30841 Conner Track Suite 962,South Angela,WA,02601,Townhouse,Far,Far,2.32,226,,Yes,,City,Septic,1988,2109,9379,,2,3,No,,,1,36.305678,-79.44079,Park,3.65
138,"2239 Higgins Parks Apt. 801, Michelleside, RI 64379","2239 Higgins Parks Apt. 801, Michelleside, RI 64379",Chicago,,2239 Higgins Parks Apt. 801,Michelleside,RI,64379,Single Family Home,Near,,1.04,1461,Yes,Yes,No,Well,Septic,1992,3024,9170,Street,4,3,Yes,Ranch,No,4,33.70055,-94.830164,Drive,6.06
139,"430 Abigail Walk Apt. 192, Johnsonberg, NY 62676","430 Abigail Walk Apt. 192, Johnsonberg, NY 62676", ,Minimal Flood,430 Abigail Walk Apt. 192,Johnsonberg,NY,62676,SFR,Near,Near,1.85,1826,,,,City,Septic,1944,1827,4398,Driveway,2,4,Yes,,Yes,1,35.786497,-88.501767,Circles,9.52
140,"66285 Melanie Spur, Stevenborough, ID 38234","66285 Melanie Spur, Stevenborough, ID 38234",Dallas,Flood Zone,66285 Melanie Spur,Stevenborough,ID,38234,Single Family Home,,Far,3.17,1051,No,Yes,Yes,,Septic,1926,3077,6020,Garage,6,1,,Ranch,Yes,1,37.859494,-97.612463,Forest,6.35
141,"342 Adams Prairie Apt. 448, East Cynthia, HI 24620","342 Adams Prairie Apt. 448, East Cynthia, HI 24620",Florida,Flood Zone,342 Adams Prairie Apt. 448,East Cynthia,HI,24620,Duplex,Near,,2.65,512,No,Yes,No,Well,City,1945,1953,6474,,5,3,No,Colonial,Yes,1,36.504921,-88.16789,Port,7.69
142,"0839 Joy View, East Karenborough, PW 13953","0839 Joy View, East Karenborough, PW 13953",Chicgo,,0839 Joy View,East Karenborough,PW,13953,Duplex,Far,,1.29,320,,Yes,,City,,1984,1019,6881,,3,3,No,Colonial,,5,34.200005,-88.75161,Crescent,5.47
143,"844 Rachel Islands Suite 384, Nealburgh, AS 64382","844 Rachel Islands Suite 384, Nealburgh, AS 64382",Florida,,844 Rachel Islands Suite 384,Nealburgh,AS,64382,SFR,Far,,3.14,997,No,Yes,Yes,City,,2022,1763,3989,Garage,1,2,No,Colonial,Yes,1,37.087581,-82.118373,Expressway,3.14
144,"030 Marshall Lake Suite 486, West Mariafurt, NE 44990","030 Marshall Lake Suite 486, West Mariafurt, NE 44990",Dalas,Flood Zone,030 Marshall Lake Suite 486,West Mariafurt,NE,44990,Duplex,Near,Far,1.57,1324,Yes,No,,Well,,1944,1056,9407,,5,2,No,Ranch,Yes,4,35.493096,-94.082451,Stream,4.91
145,"917 Davidson Isle Suite 144, Port Nathan, KY 36445","917 Davidson Isle Suite 144, Port Nathan, KY 36445", ,,917 Davidson Isle Suite 144,Port Nathan,KY,36445,Single Family Home,,Near,1.2,1240,,No,No,Well,City,1980,1944,4237,Garage,5,4,Yes,Colonial,,4,40.124291,-115.904028,Port,3.23
146,"2927 Brown Plain, Thompsonstad, IA 06702","2927 Brown Plain, Thompsonstad, IA 06702",Chicgo,,2927 Brown Plain,Thompsonstad,IA,06702,Single Family Home,,Near,2.55,756,,,No,City,Septic,1928,2866,4304,Driveway,5,3,,,No,1,37.212954,-111.025539,Throughway,4.61
147,"3022 Adams Crest, Port Alejandro, AS 85535","3022 Adams Crest, Port Alejandro, AS 85535", ,,3022 Adams Crest,Port Alejandro,AS,85535,Townhouse,,,3.28,1019,No,Yes,,,Septic,1940,2720,6813,Garage,6,4,,,No,1,41.10777,-77.13325,Expressway,5.04
148,"22860 Carpenter Club, North Michelleborough, VA 13835","22860 Carpenter Club, North Michelleborough, VA 13835",Atlanta,Minimal Flood,22860 Carpenter Club,North Michelleborough,VA,13835,Duplex,Near,,2.0,49,No,,,Well,,2007,2864,6264,,3,4,Yes,Ranch,No,2,40.435836,-102.778541,Drive,6.85
149,"06719 Bradley Cliffs, South Barbara, MS 03645","06719 Bradley Cliffs, South Barbara, MS 03645",Tampa,,06719 Bradley Cliffs,South Barbara,MS,03645,Condo,Far,Far,2.81,962,Yes,No,No,,Septic,1968,2464,5393,Driveway,2,2,,Colonial,Yes,3,34.723814,-83.565387,Stream,4.49
150,"672 Raymond Pine Apt. 317, Morganshire, VT 84930","672 Raymond Pine Apt. 317, Morganshire, VT 84930",Chicago,,672 Raymond Pine Apt. 317,Morganshire,VT,84930,Condo,,,3.26,1654,No,No,,City,,1994,1296,4265,Driveway,4,2,No,,,4,41.158018,-83.888581,Flat,9.35
151,"8678 Stephanie Mountain Apt. 813, New Benjamin, MD 47078","8678 Stephanie Mountain Apt. 813, New Benjamin, MD 47078",Chicgo,,8678 Stephanie Mountain Apt. 813,New Benjamin,MD,47078,Condo,Far,Far,2.67,1122,No,No,Yes,,,1976,3110,7500,Garage,6,3,No,Ranch,Yes,1,37.358435,-113.454153,Plaza,3.17
152,"5629 Christopher Stravenue Apt. 337, Timothytown, SC 17397","5629 Christopher Stravenue Apt. 337, Timothytown, SC 17397",Florida,Minimal Flood,5629 Christopher Stravenue Apt. 337,Timothytown,SC,17397,Single Family Home,Near,Near,3.06,725,,Yes,,,,1963,1787,4741,Garage,4,2,Yes,Split,Yes,2,40.848677,-75.379041,Centers,7.62
153,"93315 Simpson Expressway, East Ellen, CO 74331","93315 Simpson Expressway, East Ellen, CO 74331",Atlanta,Flood Zone,93315 Simpson Expressway,East Ellen,CO,74331,Condo,Far,,1.38,1288,Yes,,No,City,Septic,2005,2161,8629,Driveway,5,4,Yes,Colonial,No,5,37.793984,-96.799653,Mount,7.38
154,"862 Phillip Mountain Suite 019, Farmerfort, UT 19436","862 Phillip Mountain Suite 019, Farmerfort, UT 19436",Atlanta,Minimal Flood,862 Phillip Mountain Suite 019,Farmerfort,UT,19436,Townhouse,,,2.05,439,No,No,No,City,Septic,1972,1494,8513,Garage,4,3,Yes,Colonial,,3,34.431131,-111.142206,Stream,5.85
155,"330 Penny Haven Suite 386, Joneshaven, MP 88599","330 Penny Haven Suite 386, Joneshaven, MP 88599",Atlanta,Flood Zone,330 Penny Haven Suite 386,Joneshaven,MP,88599,Duplex,Far,,2.23,838,Yes,No,Yes,Well,City,2020,1151,5399,Garage,5,3,,Ranch,No,5,34.717026,-95.928513,Trace,8.37
156,"55079 Marvin Points, Georgebury, PR 41665","55079 Marvin Points, Georgebury, PR 41665",Chicgo,Minimal Flood,55079 Marvin Points,Georgebury,PR,41665,Condo,,,2.49,530,No,,,Well,City,1928,1457,3638,Street,5,3,,,No,3,36.650885,-104.682961,Crest,9.43
157,"60038 Cisneros Glens, Theresashire, NY 61474","60038 Cisneros Glens, Theresashire, NY 61474",Dallas,,60038 Cisneros Glens,Theresashire,NY,61474,SFR,Far,,1.01,1336,No,,Yes,City,Septic,1947,1057,7552,Garage,6,4,No,,No,3,34.729509,-101.476799,Mills,8.55
158,"2422 Davis Overpass Apt. 626, Lopeztown, MO 18470","2422 Davis Overpass Apt. 626, Lopeztown, MO 18470",Dalas,Minimal Flood,2422 Davis Overpass Apt. 626,Lopeztown,MO,18470,Condo,Far,,3.11,956,Yes,Yes,No,City,City,2020,615,3688,,1,1,No,Split,,3,35.045025,-97.008931,Stream,8.14
159,"629 Carey Plaza, Harperfort, IA 75936","629 Carey Plaza, Harperfort, IA 75936",Dalas,Minimal Flood,629 Carey Plaza,Harperfort,IA,75936,Single Family Home,Near,Near,1.12,1943,,Yes,No,,Septic,2006,3030,4225,,6,1,No,Split,,3,35.195352,-109.30843,Union,6.8
160,"522 Bonilla Hill, Jonathanhaven, IL 49179","522 Bonilla Hill, Jonathanhaven, IL 49179",Chicago,,522 Bonilla Hill,Jonathanhaven,IL,49179,Duplex,Near,,3.49,1299,Yes,Yes,Yes,,,1953,514,4417,Street,2,4,,Split,,3,35.833594,-111.938455,Street,8.13
161,"61290 Johnson Burg Suite 951, New Justinburgh, NE 27297","61290 Johnson Burg Suite 951, New Justinburgh, NE 27297",Florida,,61290 Johnson Burg Suite 951,New Justinburgh,NE,27297,Townhouse,Near,,2.29,1751,Yes,Yes,,Well,Septic,1981,876,5991,Street,6,4,Yes,,,1,38.420842,-101.106289,Lake,5.17
162,"2711 Porter Point Suite 515, Arroyochester, FM 42164","2711 Porter Point Suite 515, Arroyochester, FM 42164", ,,2711 Porter Point Suite 515,Arroyochester,FM,42164,Condo,Far,Near,1.91,1010,No,Yes,No,,Septic,1922,2760,9452,Street,6,4,Yes,Ranch,,2,39.529335,-110.96525,Summit,4.87
163,"7946 Schroeder Prairie Suite 690, Brendaville, OK 88629","7946 Schroeder Prairie Suite 690, Brendaville, OK 88629",Chicago,Flood Zone,7946 Schroeder Prairie Suite 690,Brendaville,OK,88629,Condo,,Far,3.2,35,Yes,,Yes,Well,Septic,1922,872,6399,Street,2,1,,,,4,35.763839,-78.671066,Center,7.13
164,"9328 Alexander Plains Apt. 387, Brianfurt, NJ 17120","9328 Alexander Plains Apt. 387, Brianfurt, NJ 17120",Dalas,,9328 Alexander Plains Apt. 387,Brianfurt,NJ,17120,Townhouse,Far,Near,2.87,1030,,,No,Well,,1932,1544,6401,,4,2,Yes,,Yes,3,39.812761,-77.399465,Estates,5.8
