property_id,Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer,leads_id
324,Cancelled,Closed,Opendoor,Yes,15.08,7.15,Downsizing,,Luis Garcia,324
325,Offered,Pending, MLS,,9.85,5.72,,No,Jessica Lin,325
326,Cancelled,Pend,Broker,Yes,15.15,21.29,Investor Sale,Yes,Michael Chen,326
327,Null, Close ,M L S,,10.31,24.39,,,Luis Garcia,327
328,Reviewed,Cancelled,M.L.S.,No,13.62,20.82,Investor Sale,,Amit Kumar,328
329,Null,Pend,Broker,No,13.6,21.55,Job Transfer,,Jessica Lin,329
330,Null,Cancel,Opendoor,No,19.13,23.05,,,Jessica Lin,330
331,Reviewed,Pend,Auction.com,Yes,5.29,11.44,Job Transfer,Yes,Luis Garcia,331
332, Closed,Null, MLS,Yes,16.25,20.96,Downsizing,,Luis Garcia,332
333,Null,Pending,Bulk,No,12.81,14.03,Downsizing,,Amit Kumar,333
334, ,Cancelled,Bulk,,17.48,17.69,,No,Luis Garcia,334
335, Closed, ,Bulk,Yes,14.04,10.7,Job Transfer,Yes,David Thompson,335
336,Neww,Pend,Broker,,16.91,10.45,Job Transfer,No,Jason Miller,336
337,Cancelled,Close,Internal,Yes,13.45,19.02,Downsizing,No,Samantha Pierce,337
338,Accepted Offer, Close ,Bulk,Yes,7.14,17.22,,Yes,Michael Chen,338
339,Neww,Available, MLS,No,2.94,27.52,Job Transfer,Yes,Emily Patel,339
340,New,Kick,Internal,,18.12,10.23,Job Transfer,No,Michael Chen,340
341, Closed, Close ,M L S,No,10.72,24.62,Downsizing,No,Jessica Lin,341
342,Offered,Null,Auction.com,No,12.58,17.72,Job Transfer,Yes,Jessica Lin,342
343, Closed,Pending,M.L.S.,Yes,19.47,11.47,Investor Sale,No,Luis Garcia,343
344,Null,Null,Internal,,5.83,21.99,Investor Sale,Yes,Jessica Lin,344
345, Closed, ,Auction.com,Yes,4.81,9.83,Downsizing,No,Sophia Williams,345
346,Closed,Pend,Auction.com,,8.99,9.82,Investor Sale,No,Luis Garcia,346
347,Neww,Pending,M.L.S.,No,3.32,18.49,Job Transfer,No,Luis Garcia,347
348,Neww,Null,M L S,,11.21,12.6,Job Transfer,,Michael Chen,348
349, Closed,Pend, MLS,,9.08,21.86,Job Transfer,Yes,Samantha Pierce,349
350,Closed,Close,M L S,No,3.11,18.92,Investor Sale,No,Luis Garcia,350
351,Neww,Null,Internal,No,19.19,24.71,Job Transfer,Yes,David Thompson,351
352,Closed,Closed,M.L.S.,,12.32,27.12,Job Transfer,No,Emily Patel,352
353,Cancelled,Pending,Auction.com,,6.21,19.69,Downsizing,Yes,Luis Garcia,353
354,Neww, ,Bulk,Yes,3.75,18.73,Downsizing,No,Michael Chen,354
355, Closed,Close,Internal,Yes,15.28,15.2,Job Transfer,Yes,Sophia Williams,355
356,Neww,Cancel,Broker,,14.8,10.16,Downsizing,Yes,Sophia Williams,356
357,Reviewed,Kick,Opendoor,,13.25,15.35,,,Michael Chen,357
358,Offered, ,Broker,Yes,17.47,18.38,Downsizing,,Sophia Williams,358
359,Neww,Close,Opendoor,,16.56,26.53,,,Michael Chen,359
360,Null,Available,Internal,,12.95,16.29,Downsizing,Yes,Priya Sharma,360
361,Null,Pend,Broker,No,16.5,17.4,Investor Sale,,Luis Garcia,361
362,Null,Pend,M.L.S.,,4.02,28.04,Job Transfer,No,Priya Sharma,362
363,Neww,Cancel,Opendoor,Yes,2.36,14.54,,,David Thompson,363
364,New,Pend, MLS,Yes,15.83,25.5,Downsizing,,Luis Garcia,364
365, , Close , MLS,Yes,7.06,28.72,Downsizing,No,Luis Garcia,365
366,Closed,Available,Broker,,7.72,11.96,Downsizing,Yes,Luis Garcia,366
367, Closed,Always Kick,M.L.S.,No,15.12,27.77,,,Sophia Williams,367
368,Offered, Close ,Opendoor,No,8.34,18.66,,No,Emily Patel,368
369,Accepted Offer,Closed,M L S,Yes,16.87,28.6,,,Michael Chen,369
370,Reviewed, Close ,Internal,,8.11,6.31,Downsizing,,Michael Chen,370
371, Closed,Closed,Auction.com,Yes,7.68,5.06,Investor Sale,No,Jason Miller,371
372,Null,Cancelled,Bulk,No,8.48,22.07,,No,Emily Patel,372
373,Closed, ,M L S,,15.09,29.78,,No,David Thompson,373
374,Accepted Offer, Close ,M.L.S.,No,8.98,5.04,,,Emily Patel,374
375,Cancelled,Available,M.L.S.,No,4.74,16.25,Downsizing,Yes,Jason Miller,375
376,Accepted Offer, ,Broker,,11.71,19.1,Job Transfer,No,Jessica Lin,376
377,Null,Closed,Broker,No,3.58,11.62,Job Transfer,No,David Thompson,377
378,Accepted Offer,Closed,Broker,Yes,2.94,27.43,,Yes,Amit Kumar,378
379, Closed,Cancel,M L S,No,17.18,17.94,Downsizing,Yes,Priya Sharma,379
380,Offered,Kick,M L S,Yes,6.37,16.31,Job Transfer,No,Jason Miller,380
381,New,Always Kick,Bulk,,6.7,24.23,Job Transfer,,Jason Miller,381
382,Accepted Offer, ,Auction.com,No,12.08,28.25,Downsizing,No,Jason Miller,382
383,Closed,Cancel,Auction.com,,14.24,11.5,Downsizing,No,Amit Kumar,383
384,Neww,Pending,M.L.S.,Yes,7.49,20.75,Downsizing,,Samantha Pierce,384
385,Accepted Offer,Closed,Broker,,3.36,26.53,,Yes,Amit Kumar,385
386,New,Cancel,Internal,No,4.52,8.84,,No,Jessica Lin,386
387,Accepted Offer,Available, MLS,Yes,9.72,19.19,Investor Sale,,Amit Kumar,387
388,New,Cancel,Internal,No,7.17,6.68,Downsizing,,Sophia Williams,388
389, , Close ,Opendoor,No,19.3,6.72,,No,Luis Garcia,389
390,Null,Always Kick, MLS,,17.18,12.36,Downsizing,No,Amit Kumar,390
391,Reviewed,Always Kick,Internal,No,6.06,8.78,Investor Sale,Yes,Samantha Pierce,391
392,Neww,Closed, MLS,No,14.25,22.92,,,Emily Patel,392
393,Reviewed,Cancel,Opendoor,No,2.89,11.05,Investor Sale,Yes,David Thompson,393
394,Offered,Kick,M L S,,12.31,22.97,Downsizing,Yes,Luis Garcia,394
395,Offered,Closed,Auction.com,,3.33,13.01,Job Transfer,No,Emily Patel,395
396,Offered, ,Bulk,Yes,6.97,22.75,Investor Sale,,Jason Miller,396
397,Cancelled,Cancelled,M L S,No,10.7,15.95,,Yes,Priya Sharma,397
398,Accepted Offer,Cancelled,Broker,,13.62,24.21,Job Transfer,No,Jason Miller,398
399,Null,Null, MLS,Yes,2.25,11.76,,,Amit Kumar,399
400,Null,Available, MLS,No,15.59,8.39,Downsizing,No,Michael Chen,400
401,Accepted Offer,Pend,Bulk,,4.74,8.01,Downsizing,Yes,Samantha Pierce,401
402,Neww,Null, MLS,No,15.97,19.47,Investor Sale,,Jessica Lin,402
403,Offered,Kick, MLS,,3.37,16.22,Investor Sale,Yes,Sophia Williams,403
404,Closed,Cancelled,M L S,,2.31,15.26,Job Transfer,,Priya Sharma,404
405,Accepted Offer, ,Auction.com,No,4.5,15.02,Investor Sale,Yes,Amit Kumar,405
406,New,Closed,Bulk,Yes,3.58,10.53,Job Transfer,,Priya Sharma,406
407,Reviewed, Close ,M L S,,13.39,16.81,Investor Sale,Yes,Samantha Pierce,407
408,Cancelled,Pend,Bulk,Yes,8.63,16.29,Investor Sale,No,Sophia Williams,408
409,Cancelled,Null,M L S,,15.32,6.18,Investor Sale,Yes,David Thompson,409
410,Closed,Null, MLS,No,4.3,18.02,Downsizing,Yes,Samantha Pierce,410
411,Reviewed, ,Bulk,,16.72,14.57,,Yes,Sophia Williams,411
412,Offered,Closed,M.L.S.,Yes,19.93,19.97,,No,Jessica Lin,412
413,Accepted Offer,Pending,M L S,,2.48,18.32,Investor Sale,No,Luis Garcia,413
414, ,Kick,M.L.S.,No,12.54,26.47,,Yes,Luis Garcia,414
415,Accepted Offer,Cancelled,Broker,Yes,12.85,12.35,Downsizing,,Luis Garcia,415
416,Accepted Offer,Kick,Opendoor,,5.2,9.2,Investor Sale,No,Jason Miller,416
417,Neww,Cancel,Broker,No,3.48,29.02,,,Amit Kumar,417
418,Offered, ,Bulk,No,12.6,6.11,Job Transfer,,Jessica Lin,418
419, Closed,Always Kick,Internal,Yes,15.68,13.01,,No,Samantha Pierce,419
420,Neww,Cancel, MLS,,19.79,22.75,,,Jason Miller,420
421,Cancelled,Cancel,M.L.S.,Yes,13.48,6.31,Investor Sale,,Emily Patel,421
422, ,Pending,M.L.S.,,18.65,7.43,Investor Sale,No,Priya Sharma,422
423,Accepted Offer,Close,M L S,,17.4,18.12,Investor Sale,No,Luis Garcia,423
424,Cancelled,Pend,Bulk,Yes,12.16,11.68,Downsizing,No,Emily Patel,424
425,Null,Cancelled,Auction.com,No,12.67,12.43,Job Transfer,,Samantha Pierce,425
426,New,Kick,Auction.com,No,15.03,24.19,Investor Sale,Yes,Amit Kumar,426
427,Reviewed,Kick,Opendoor,,11.87,12.21,,,Jason Miller,427
428,Reviewed,Pending,Internal,Yes,7.18,28.64,Investor Sale,No,Amit Kumar,428
429,Closed,Pending,Bulk,No,8.86,5.69,,Yes,Priya Sharma,429
430,Null,Pending,M L S,No,15.62,10.0,Job Transfer,No,Samantha Pierce,430
431,Accepted Offer,Pending,Bulk,,13.89,10.0,Investor Sale,Yes,David Thompson,431
432,Null,Available,Auction.com,Yes,7.72,28.0,,,Jason Miller,432
433,Offered,Pend, MLS,No,3.27,14.15,Downsizing,No,David Thompson,433
434,Reviewed,Pending,M.L.S.,Yes,4.12,25.57,Investor Sale,No,Sophia Williams,434
435,Neww, ,M L S,,7.99,9.08,,Yes,Michael Chen,435
436, ,Pending,Broker,Yes,7.45,10.15,Job Transfer,No,Michael Chen,436
437,Closed,Always Kick,Bulk,No,8.71,22.33,Job Transfer,,Michael Chen,437
438,Offered, ,Internal,No,9.94,17.2,Investor Sale,,Jason Miller,438
439,New,Kick,Internal,Yes,5.28,5.51,Downsizing,No,Emily Patel,439
440,Null,Cancelled,M L S,,17.88,18.73,Job Transfer,Yes,Emily Patel,440
441,Offered,Cancelled,Broker,Yes,18.87,15.36,Investor Sale,No,Sophia Williams,441
442,Offered,Null,Opendoor,,6.88,22.92,,No,Emily Patel,442
443,Reviewed,Cancel,Opendoor,No,10.21,20.24,Job Transfer,,David Thompson,443
444, Closed,Closed, MLS,No,18.02,22.04,Investor Sale,No,Sophia Williams,444
445,Offered,Cancel,Broker,No,3.7,15.44,Downsizing,,David Thompson,445
446, Closed, Close ,Bulk,,19.44,19.67,Job Transfer,Yes,Amit Kumar,446
447,Null, , MLS,No,15.91,21.87,Downsizing,Yes,Amit Kumar,447
448, ,Available,Bulk,Yes,18.23,24.06,,No,Luis Garcia,448
449,Neww,Null,M L S,,12.37,8.97,Job Transfer,No,Amit Kumar,449
450,Offered,Closed,Broker,,3.81,9.89,Job Transfer,,David Thompson,450
451,Neww,Always Kick,Internal,No,15.1,17.49,Job Transfer,Yes,Sophia Williams,451
452,Cancelled,Pending,M L S,No,2.05,14.88,Investor Sale,No,Samantha Pierce,452
453,Reviewed,Kick,Opendoor,Yes,4.42,19.78,,No,Luis Garcia,453
454,Cancelled, Close ,Auction.com,,11.88,14.73,Job Transfer,,Michael Chen,454
455,Cancelled,Kick,Bulk,Yes,16.65,6.46,Downsizing,Yes,Sophia Williams,455
456, Closed,Pend,Internal,Yes,9.2,28.26,Downsizing,,Samantha Pierce,456
457, Closed,Close,M.L.S.,No,2.89,25.27,,No,Samantha Pierce,457
458,Accepted Offer,Cancelled,M L S,,6.75,12.26,Downsizing,,Samantha Pierce,458
459,Neww,Kick,Bulk,Yes,10.27,27.44,,,Priya Sharma,459
460,Closed,Cancel,M.L.S.,No,8.61,15.28,,,Emily Patel,460
461,Offered,Pend,Opendoor,Yes,2.09,21.51,,Yes,Luis Garcia,461
462, Closed,Pend,Auction.com,Yes,14.34,26.7,Job Transfer,Yes,Samantha Pierce,462
463,New, ,Broker,,18.89,21.56,,No,Amit Kumar,463
464,Neww,Always Kick, MLS,Yes,16.78,5.02,Job Transfer,Yes,David Thompson,464
465,Offered,Pending,Auction.com,Yes,14.67,27.16,Downsizing,,Sophia Williams,465
466,Reviewed,Available,Auction.com,,17.84,13.1,Downsizing,Yes,Priya Sharma,466
467,Accepted Offer,Close,M.L.S.,No,5.66,12.98,Investor Sale,Yes,David Thompson,467
468,Offered, ,M L S,,8.7,19.2,Job Transfer,Yes,Jason Miller,468
469,Null,Pend, MLS,,12.4,22.91,,,Sophia Williams,469
470, ,Pend,Internal,,17.98,14.57,Job Transfer,No,Michael Chen,470
471,Accepted Offer, Close ,Auction.com,Yes,14.64,10.56,Job Transfer,Yes,Samantha Pierce,471
472,Closed,Available,Broker,No,18.25,9.9,,No,David Thompson,472
473, ,Closed,Broker,,14.76,29.41,,Yes,Priya Sharma,473
474, ,Pending,Broker,,7.62,11.55,,,Michael Chen,474
475,Reviewed, Close ,Opendoor,,18.64,28.17,Investor Sale,Yes,Michael Chen,475
476, ,Available,Opendoor,Yes,8.85,14.08,Investor Sale,Yes,Jessica Lin,476
477,New,Pending,Auction.com,No,3.24,11.91,Downsizing,,Luis Garcia,477
478,Accepted Offer,Null,Bulk,Yes,13.32,8.09,Investor Sale,No,Amit Kumar,478
479, Closed,Null,Opendoor,Yes,3.02,11.39,Investor Sale,,Emily Patel,479
480,Reviewed, ,M L S,,4.6,27.11,Investor Sale,No,Sophia Williams,480
481,Reviewed,Null,M L S,No,11.24,29.0,Downsizing,Yes,Amit Kumar,481
482,Null, ,M L S,Yes,2.28,7.86,Investor Sale,Yes,Amit Kumar,482
483, ,Kick,Opendoor,Yes,18.0,6.43,Job Transfer,No,David Thompson,483
484,New, , MLS,Yes,5.64,23.05,Job Transfer,No,Amit Kumar,484
485,Null,Pending,M.L.S.,Yes,18.76,14.8,Job Transfer,No,Samantha Pierce,485
486,New,Kick,Opendoor,,7.91,20.98,,,Amit Kumar,486
487,New,Null,Broker,Yes,2.87,13.75,Investor Sale,,Michael Chen,487
488,Null,Available,Auction.com,,19.95,25.09,Downsizing,Yes,Michael Chen,488
489,Offered,Close, MLS,,16.15,11.65,Downsizing,Yes,Samantha Pierce,489
490, ,Null,Broker,Yes,2.99,27.33,Downsizing,,Jessica Lin,490
491,Closed,Kick,M L S,Yes,14.19,19.73,Downsizing,No,Priya Sharma,491
492,Null,Always Kick,M L S,Yes,6.46,15.55,Job Transfer,,Priya Sharma,492
493,Null, Close , MLS,No,5.54,21.88,Job Transfer,Yes,Amit Kumar,493
494,Offered,Null,M L S,Yes,4.17,19.11,,Yes,Samantha Pierce,494
495, Closed,Cancel,Auction.com,,11.04,14.29,Downsizing,No,Sophia Williams,495
496,New,Kick,M L S,Yes,4.64,20.2,Investor Sale,,Samantha Pierce,496
497,Null,Close,M.L.S.,No,13.41,5.24,Downsizing,,Jessica Lin,497
498,Closed,Available,M.L.S.,Yes,17.67,14.84,,Yes,Luis Garcia,498
499, Closed,Cancelled, MLS,No,14.39,26.47,Job Transfer,,Sophia Williams,499
500,Offered, Close ,Internal,,15.19,23.18,Downsizing,,Emily Patel,500
501,Reviewed, ,Bulk,Yes,2.97,15.65,Job Transfer,,Michael Chen,501
502,Cancelled,Always Kick,Opendoor,No,4.18,27.64,Investor Sale,No,Jessica Lin,502
503,Cancelled,Available,Broker,Yes,7.54,17.13,,No,Michael Chen,503
504,Reviewed,Pending,M.L.S.,No,3.24,26.2,Investor Sale,No,David Thompson,504
505,Accepted Offer,Pend,Internal,Yes,17.41,20.87,,No,Jessica Lin,505
506,Cancelled, Close , MLS,,9.65,19.47,Job Transfer,No,Sophia Williams,506
507,Null,Closed,M L S,Yes,14.8,28.33,Downsizing,Yes,Luis Garcia,507
508,Reviewed,Pend,Internal,Yes,10.6,22.42,Investor Sale,,Sophia Williams,508
509,New,Always Kick,Broker,No,3.6,10.44,Job Transfer,No,Jason Miller,509
510,Cancelled,Cancel,Auction.com,No,9.74,29.15,,Yes,Samantha Pierce,510
511, ,Cancelled,Auction.com,No,6.78,12.39,,Yes,Luis Garcia,511
512,Null,Closed, MLS,,5.35,11.95,Job Transfer,Yes,Priya Sharma,512
513,Accepted Offer,Cancel,Bulk,,11.86,17.58,Downsizing,No,Jessica Lin,513
514, ,Cancel,Internal,No,8.09,7.43,Job Transfer,Yes,Priya Sharma,514
515, ,Cancelled,Internal,No,14.5,22.75,,,Michael Chen,515
516,Neww,Closed,M L S,Yes,14.05,16.95,Investor Sale,,Jason Miller,516
517,New,Null,Opendoor,No,19.09,26.67,Investor Sale,No,Jessica Lin,517
518,Cancelled,Closed,Broker,Yes,7.43,29.55,,,Jessica Lin,518
519,Null,Close,Opendoor,No,19.31,24.33,Investor Sale,,Luis Garcia,519
520,Closed, Close ,Bulk,Yes,6.45,21.41,Job Transfer,No,Michael Chen,520
521,Closed, Close ,Internal,Yes,14.96,10.87,Downsizing,No,Emily Patel,521
522,Null,Available,Bulk,,14.58,29.8,Downsizing,,Luis Garcia,522
523,New,Null,M.L.S.,,14.75,7.13,Investor Sale,Yes,Emily Patel,523
524,Offered,Cancel,Bulk,Yes,13.51,5.5,,No,Jason Miller,524
525,Cancelled,Close,Opendoor,Yes,9.11,12.1,Downsizing,Yes,Priya Sharma,525
526,Offered,Pending,M L S,,12.98,7.32,,,Sophia Williams,526
527,Null,Cancel,Broker,No,15.96,5.1,,Yes,Emily Patel,527
528, Closed,Always Kick,Internal,,12.55,17.18,Investor Sale,No,Priya Sharma,528
529, Closed, ,Bulk,No,7.19,27.54,,Yes,Michael Chen,529
530,Offered,Always Kick,M.L.S.,,11.64,12.46,Downsizing,No,Luis Garcia,530
531,Reviewed,Always Kick,Opendoor,No,18.73,23.87,Investor Sale,Yes,David Thompson,531
532,Closed,Close,Auction.com,No,17.87,9.28,Job Transfer,Yes,Michael Chen,532
533,Reviewed,Kick,Auction.com,No,9.15,8.35,Job Transfer,Yes,Priya Sharma,533
534, Closed,Pend,Broker,Yes,2.36,9.92,Downsizing,Yes,Luis Garcia,534
535,Accepted Offer,Pend,Broker,,16.33,13.31,Job Transfer,No,Michael Chen,535
536,Offered,Cancel,Internal,Yes,4.11,23.58,Job Transfer,Yes,Samantha Pierce,536
537,New, ,Internal,,3.08,16.74,Investor Sale,No,Amit Kumar,537
538,Neww,Close,Auction.com,Yes,19.48,8.1,,No,David Thompson,538
539,Closed,Cancel,Broker,No,14.06,18.64,Job Transfer,No,David Thompson,539
540,Neww,Pending,Internal,,6.67,15.24,Downsizing,,Emily Patel,540
541, ,Always Kick,Bulk,,2.84,22.67,Downsizing,Yes,Michael Chen,541
542,Closed,Kick, MLS,Yes,13.4,8.78,Downsizing,No,Emily Patel,542
543,Null,Available, MLS,No,4.94,24.1,Investor Sale,,Emily Patel,543
544,Reviewed,Null,Internal,,4.87,28.72,Downsizing,No,Jessica Lin,544
545,Null,Close,Opendoor,No,4.41,12.39,Downsizing,Yes,Jason Miller,545
546,Cancelled,Close,M L S,Yes,11.72,6.97,,No,Sophia Williams,546
547,Closed,Kick,Broker,,19.33,5.77,Downsizing,Yes,Samantha Pierce,547
548,Offered,Cancel,M L S,,14.66,10.53,Investor Sale,,Amit Kumar,548
549,Cancelled,Close,M L S,No,11.48,8.14,Job Transfer,No,Luis Garcia,549
550,Offered,Cancelled,Bulk,Yes,8.77,22.63,Investor Sale,Yes,David Thompson,550
551,Closed,Closed,Auction.com,Yes,14.11,8.47,Investor Sale,,Jessica Lin,551
552,Closed, , MLS,,13.55,26.9,Job Transfer,,Michael Chen,552
553,Neww,Pending,Bulk,No,14.36,24.14,Job Transfer,No,Sophia Williams,553
554,Offered,Cancel,Internal,Yes,14.44,26.0,Job Transfer,No,Jason Miller,554
555, Closed,Available,Opendoor,Yes,12.03,18.23,Job Transfer,No,Luis Garcia,555
556,Neww,Cancelled,Auction.com,,19.41,22.05,,No,David Thompson,556
557,Accepted Offer,Pending, MLS,No,2.5,23.77,,Yes,Michael Chen,557
558,Accepted Offer,Kick, MLS,,10.9,12.18,Downsizing,,David Thompson,558
559,Neww,Cancelled,Bulk,No,15.34,14.55,Investor Sale,Yes,Sophia Williams,559
560,Offered,Kick,Broker,,9.57,8.27,Job Transfer,Yes,Jason Miller,560
561,Closed,Closed, MLS,,15.06,15.01,Job Transfer,Yes,Luis Garcia,561
562,New,Always Kick,Bulk,Yes,12.42,14.55,Job Transfer,,Sophia Williams,562
563,Cancelled, Close ,M L S,,6.8,9.83,Investor Sale,No,Emily Patel,563
564,Accepted Offer, ,Broker,Yes,3.97,16.86,Downsizing,Yes,Jessica Lin,564
565,Null,Null,Broker,No,16.82,23.56,Downsizing,Yes,David Thompson,565
566,Reviewed,Close,Auction.com,Yes,2.84,9.85,Job Transfer,,Amit Kumar,566
567,Neww,Cancel,Auction.com,No,13.75,7.89,Investor Sale,No,David Thompson,567
568,Offered,Kick,Internal,,5.61,14.15,,,Luis Garcia,568
569, ,Pending,M.L.S.,,15.13,9.64,Job Transfer,,Emily Patel,569
570,Reviewed,Closed,Auction.com,,14.7,5.63,Job Transfer,Yes,Amit Kumar,570
571,Offered,Cancelled, MLS,,8.84,15.66,Downsizing,Yes,Jessica Lin,571
572,Accepted Offer,Always Kick,Opendoor,,9.68,10.33,Investor Sale,Yes,Amit Kumar,572
573,Accepted Offer,Cancelled,Bulk,,3.19,13.21,Job Transfer,,Michael Chen,573
574, ,Null,M L S,Yes,11.73,21.13,Job Transfer,,Samantha Pierce,574
575, Closed,Always Kick,Bulk,Yes,5.83,19.36,Investor Sale,No,Emily Patel,575
576,Cancelled,Pend,M L S,Yes,17.73,15.92,Job Transfer,,Jessica Lin,576
577,Neww,Cancelled,M.L.S.,,16.97,20.89,Investor Sale,No,Luis Garcia,577
578,Neww,Pend,Internal,No,14.55,9.67,Job Transfer,No,Priya Sharma,578
579,Offered, ,Opendoor,Yes,15.53,14.78,Job Transfer,Yes,Michael Chen,579
580,Closed,Close,Opendoor,No,8.52,14.52,Job Transfer,No,Samantha Pierce,580
581,Cancelled,Kick,Bulk,,6.28,9.16,Downsizing,No,Jason Miller,581
582,Neww, Close ,Opendoor,No,6.25,5.66,Investor Sale,,Jessica Lin,582
583,Null,Available,M.L.S.,,18.49,24.7,,,Michael Chen,583
584,Neww,Always Kick, MLS,No,4.93,29.49,Job Transfer,No,Sophia Williams,584
585,Accepted Offer,Available,M L S,,19.43,21.53,Downsizing,No,Amit Kumar,585
586, ,Pend,M L S,,12.15,21.2,Downsizing,No,Amit Kumar,586
587, ,Cancel,Broker,No,9.93,22.34,Job Transfer,Yes,Amit Kumar,587
588,Offered,Null,M L S,,15.9,15.62,,Yes,Sophia Williams,588
589,New,Closed,Auction.com,Yes,13.58,10.33,,,David Thompson,589
590, ,Null, MLS,,4.59,24.93,Downsizing,,Sophia Williams,590
591,Accepted Offer,Closed,M L S,Yes,3.29,29.62,Downsizing,No,Sophia Williams,591
592,Cancelled,Kick,Bulk,Yes,8.8,9.78,Investor Sale,Yes,Priya Sharma,592
593,Closed,Kick,Opendoor,Yes,10.79,16.32,,,Jessica Lin,593
594,Neww,Available,Opendoor,Yes,11.05,6.99,Downsizing,No,Amit Kumar,594
595,Reviewed,Pend, MLS,Yes,18.83,21.44,,No,David Thompson,595
596,Neww,Always Kick,Auction.com,No,15.21,28.06,Investor Sale,Yes,Jason Miller,596
597,Cancelled,Null,Broker,No,5.04,25.41,Investor Sale,,Emily Patel,597
598,Accepted Offer,Always Kick, MLS,,3.03,19.51,Downsizing,No,Luis Garcia,598
599,Closed, ,Broker,,17.31,6.98,,,Samantha Pierce,599
600,Reviewed,Null,M L S,,5.89,7.66,Downsizing,,Samantha Pierce,600
601, Closed,Pend,Broker,No,16.01,23.82,Investor Sale,Yes,David Thompson,601
602,Cancelled,Available,Auction.com,No,17.58,27.78,Downsizing,No,Jason Miller,602
603,New,Always Kick,Bulk,No,9.5,20.48,,Yes,Priya Sharma,603
604,Cancelled, ,M.L.S.,No,19.52,13.08,Downsizing,,David Thompson,604
605,Cancelled,Kick,M.L.S.,Yes,4.99,14.8,Job Transfer,,Jessica Lin,605
606, Closed,Cancelled,Auction.com,Yes,10.63,23.76,,No,Amit Kumar,606
607, ,Available,Internal,No,18.88,26.32,Downsizing,Yes,Priya Sharma,607
608,Neww,Close,Auction.com,Yes,3.66,24.0,Job Transfer,No,Emily Patel,608
609,Offered,Cancel,Broker,Yes,9.59,6.72,Investor Sale,No,David Thompson,609
610, ,Kick,M.L.S.,,5.29,28.89,Downsizing,Yes,Michael Chen,610
611,Closed,Cancelled,Auction.com,,11.72,25.93,Investor Sale,Yes,Jessica Lin,611
612,Offered,Kick,Internal,Yes,9.42,20.54,Downsizing,No,Jason Miller,612
613,Reviewed,Kick, MLS,Yes,10.47,16.14,Job Transfer,Yes,Emily Patel,613
614,Neww, ,M L S,No,17.77,11.09,Downsizing,,Jessica Lin,614
615,Offered,Closed,Opendoor,No,12.13,26.62,Downsizing,Yes,Luis Garcia,615
616,Accepted Offer,Close, MLS,Yes,16.16,24.23,Downsizing,No,Emily Patel,616
617,Reviewed, Close ,Broker,Yes,10.16,8.36,Downsizing,Yes,David Thompson,617
618,Cancelled,Always Kick,Auction.com,,16.84,15.33,,Yes,Jason Miller,618
619,Reviewed,Available,Internal,No,2.59,18.53,Investor Sale,No,Jessica Lin,619
620,Accepted Offer,Kick,M L S,No,2.42,29.04,Downsizing,No,Jessica Lin,620
621,Neww,Cancel,Bulk,No,16.92,16.69,Investor Sale,No,Amit Kumar,621
622, ,Pending,Broker,Yes,11.01,19.02,Downsizing,,Jason Miller,622
623, ,Cancelled,M.L.S.,,7.67,10.62,Downsizing,No,Michael Chen,623
624,Reviewed,Available,Broker,,2.25,23.14,Job Transfer,No,Samantha Pierce,624
625,New,Pend,Bulk,,2.93,20.48,,,Jason Miller,625
626,Accepted Offer,Always Kick,M.L.S.,Yes,19.1,24.3,Job Transfer,No,Sophia Williams,626
627,Neww,Closed,Bulk,Yes,19.69,23.54,Investor Sale,Yes,Luis Garcia,627
628,Offered, Close ,M.L.S.,Yes,18.18,12.06,Job Transfer,,Emily Patel,628
629,Offered,Always Kick,Broker,No,9.36,15.43,Investor Sale,,Emily Patel,629
630,Null,Close,M L S,No,11.57,20.64,Job Transfer,,Emily Patel,630
631,Accepted Offer,Cancel,Auction.com,,7.17,10.86,,No,Jessica Lin,631
632,New,Kick,Opendoor,No,19.1,17.76,Job Transfer,,David Thompson,632
633,Cancelled,Available,Opendoor,,11.6,23.59,Investor Sale,No,Samantha Pierce,633
634,Cancelled,Always Kick,Auction.com,,5.2,26.26,Downsizing,Yes,Emily Patel,634
635,Cancelled, ,Opendoor,,4.48,17.15,Job Transfer,No,David Thompson,635
636,Neww,Closed,M.L.S.,Yes,9.87,24.86,Investor Sale,,Emily Patel,636
637,Closed,Always Kick,Internal,,11.82,28.25,,,Priya Sharma,637
638,Accepted Offer,Null,Bulk,,11.12,11.43,Downsizing,Yes,Jason Miller,638
639,Closed,Cancel, MLS,Yes,17.56,28.97,Investor Sale,Yes,Michael Chen,639
640, Closed,Cancelled,Auction.com,Yes,12.85,11.99,Investor Sale,Yes,Luis Garcia,640
641,Neww, ,M L S,Yes,7.76,15.16,,No,Jason Miller,641
642,Null, ,Internal,Yes,13.67,15.73,Job Transfer,Yes,Jessica Lin,642
643,New, Close ,Auction.com,,19.57,24.23,Job Transfer,No,Priya Sharma,643
644,Null,Cancel,Broker,No,17.01,27.64,,,Sophia Williams,644
645,Accepted Offer,Always Kick,Broker,No,18.49,15.34,Job Transfer,No,Jason Miller,645
646,Null,Closed,Opendoor,Yes,15.11,28.17,,No,Amit Kumar,646
647,New,Pend,Internal,Yes,19.07,17.87,Downsizing,No,Priya Sharma,647
