Property_Title,Address,Reviewed_Status,Most_Recent_Status,Source,Market,Occupancy,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Net_Yield,IRR,Rent_Restricted,Neighborhood_Rating,Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,HOA,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag,Latitude,Longitude,Subdivision,Taxes,Redfin_Value,Selling_Reason,Seller_Retained_Broker,HOA_Flag,Final_Reviewer,School_Average
"13694 Matthew Center Berrychester, MO 99935","13694 Matthew Center Berrychester, MO 99935",Cancelled,Kick,Broker, ,No,,13694 Matthew Center,Berrychester,MO,99935,Condo,Near,Far,1.37,1119,,Yes,Yes,,,2012,2895,6996,Garage,3,3,No,Colonial,9.43,12.82,Yes,3,2561,479058,112900,501464,1729,1616,1593,3019,332,50445,12154,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37.973618,-84.819661,Rapid,9705,530313,Downsizing,Yes,,Luis Garcia,5.91
"84543 Santiago Manor Suite 610 Lake Wendyborough, NJ 42714","84543 Santiago Manor Suite 610 Lake Wendyborough, NJ 42714",Cancelled,Kick,Opendoor,Atlanta,,Flood Zone,84543 Santiago Manor Suite 610,Lake Wendyborough,NJ,42714,Condo,Far,Near,2.27,747,No,No,,,,1955,2785,6740,,2,4,Yes,Colonial,4.61,11.57,No,5,1470,485612,341261,139654,1325,3683,1916,2500,116,94118,68704,,Yes,Yes,,,Yes,No,,No,No,No,40.609797,-100.024079,Gateway,1547,356662,,,No,Emily Patel,7.57
"008 Jason Run Suite 869 Nicholashaven, NJ 74764","008 Jason Run Suite 869 Nicholashaven, NJ 74764",Reviewed,Closed,Internal,Atlanta,,Minimal Flood,008 Jason Run Suite 869,Nicholashaven,NJ,74764,SFR,,Near,2.57,1150,Yes,No,Yes,,City,2014,3267,9170,Street,6,1,,Colonial,11.59,17.2,,5,878,157242,309297,419105,1534,1090,1413,1231,90,80578,606,No,Yes,,,Yes,Yes,No,No,,Yes,Yes,36.746291,-115.206586,Fields,3722,178155,,,No,Amit Kumar,4.31
"99854 Sullivan Crescent Suite 232 Port Jacqueline, TN 76704","99854 Sullivan Crescent Suite 232 Port Jacqueline, TN 76704",Offered,Close,Broker,Florida,Yes,Minimal Flood,99854 Sullivan Crescent Suite 232,Port Jacqueline,TN,76704,Duplex,Near,,1.76,960,Yes,Yes,No,,,1989,1408,4045,Garage,1,3,No,Ranch,6.18,5.44,No,3,1743,446025,274809,416447,3390,3857,1838,2005,470,67650,40303,,,,,,,Yes,Yes,No,Yes,,40.173887,-96.65082,Harbors,3703,297144,Investor Sale,Yes,,Priya Sharma,4.9
"0851 James Meadows Apt. 455 Marshallhaven, RI 98154","0851 James Meadows Apt. 455 Marshallhaven, RI 98154",Accepted Offer,Cancelled,MLS,Chicgo,,Flood Zone,0851 James Meadows Apt. 455,Marshallhaven,RI,98154,Single Family Home,Near,Near,1.91,285,,No,No,Well,Septic,2004,3463,7796,Garage,4,2,,Ranch,10.61,17.99,Yes,2,1290,468704,376388,437089,2662,2798,1475,2553,214,87393,1406,No,No,Yes,Yes,,,,,,Yes,,37.791389,-79.941876,Village,5501,397716,Investor Sale,Yes,,David Thompson,7.37
"077 Hall Dale Suite 642 Bennettton, IA 89069","077 Hall Dale Suite 642 Bennettton, IA 89069",Null,Pend,Opendoor, ,,,077 Hall Dale Suite 642,Bennettton,IA,89069,Townhouse,Far,,1.05,1188,No,Yes,,City,City,1954,2808,7029,Street,4,1,Yes,Colonial,7.24,8.41,,5,2814,226484,379963,596862,2554,3324,1626,1465,483,22967,45796,,Yes,No,No,No,,,,No,,Yes,39.438266,-75.853402,Squares,2275,535464,,,No,Sophia Williams,9.6
"47072 Chang Junction Lake Stephen, GU 99525","47072 Chang Junction Lake Stephen, GU 99525",Reviewed,Close,MLS,Chicgo,,Minimal Flood,47072 Chang Junction,Lake Stephen,GU,99525,Condo,,,3.2,941,Yes,,No,,,1978,3499,7474,Street,6,2,,Colonial,10.67,17.18,Yes,2,2452,471300,298020,295768,2595,968,1152,1697,175,34857,74412,No,,Yes,Yes,No,Yes,No,No,Yes,Yes,,40.124226,-96.071807,Pine,2310,264705,Job Transfer,,No,Priya Sharma,8.31
"57586 Davis Row Wallchester, WY 79409","57586 Davis Row Wallchester, WY 79409",Closed,Cancelled,MLS, ,No,Minimal Flood,57586 Davis Row,Wallchester,WY,79409,Single Family Home,Near,Near,2.19,1038,Yes,No,,,,1993,2377,6394,Driveway,4,4,No,Ranch,4.49,18.81,,4,1419,146026,353756,295849,1113,3275,1889,1631,45,99550,57011,Yes,No,,Yes,Yes,,No,,Yes,No,No,41.332264,-82.78161,Curve,4423,258290,,No,No,Jason Miller,6.0
"331 Harvey Neck Bryanmouth, NY 90623","331 Harvey Neck Bryanmouth, NY 90623",Null,Available,M L S,Atlanta,No,,331 Harvey Neck,Bryanmouth,NY,90623,Single Family Home,Far,Far,3.34,361,No,Yes,No,City,City,1989,678,3760,Driveway,1,3,No,,3.85,13.03,No,4,1561,284748,315567,561276,1508,1666,985,2570,65,74645,64891,Yes,,Yes,No,,No,,,Yes,No,,37.404162,-106.029629,Street,2458,426447,Job Transfer,,,Priya Sharma,3.31
"4621 Janet Island Apt. 928 New Betty, SC 19196","4621 Janet Island Apt. 928 New Betty, SC 19196",Offered,Null,MLS,Dallas,Yes,,4621 Janet Island Apt. 928,New Betty,SC,19196,SFR,Near,Near,1.05,876,,No,Yes,,,2006,2009,9426,Garage,1,1,,Ranch,5.3,8.92,No,1,2698,494994,211846,222691,2184,2673,917,3315,29,2981,28221,Yes,No,,Yes,No,Yes,Yes,,Yes,No,No,40.863721,-106.316198,Radial,3745,334824,Job Transfer,,No,David Thompson,8.99
"0274 James Cliffs East Antonio, IL 09514","0274 James Cliffs East Antonio, IL 09514", ,Always Kick,Broker,Chicago,Yes,,0274 James Cliffs,East Antonio,IL,09514,Duplex,Far,,2.3,13,No,Yes,Yes,Well,City,1978,1124,7880,Driveway,1,3,No,Colonial,11.23,8.22,No,4,1244,472103,378218,295071,1485,3309,1637,2673,327,254,57383,,No,,Yes,,,No,No,No,No,Yes,33.804893,-78.88749,Valleys,1857,206525,Job Transfer,No,,David Thompson,5.76
"869 Davis Inlet Apt. 623 Port Keith, AR 90646","869 Davis Inlet Apt. 623 Port Keith, AR 90646",New,Close,M L S,Tampa,,Minimal Flood,869 Davis Inlet Apt. 623,Port Keith,AR,90646,Single Family Home,,Far,3.15,1309,No,,No,,City,1994,1835,2223,,5,2,,,10.01,14.66,Yes,1,2734,420900,381274,216274,2038,3074,1054,2350,153,14973,63891,No,,,,,Yes,Yes,No,,,,41.280394,-73.542085,Island,6997,392983,Downsizing,No,,Jason Miller,3.45
"14747 Woodard Island West Aprilstad, NC 45625","14747 Woodard Island West Aprilstad, NC 45625", ,Available,Auction.com,Dallas,,Flood Zone,14747 Woodard Island,West Aprilstad,NC,45625,SFR,,,3.17,599,Yes,No,,Well,,2024,1907,5260,Driveway,1,4,,Ranch,4.72,11.38,No,4,832,481062,241188,531478,1950,1388,1511,3139,312,72044,11816,,,No,No,Yes,Yes,,Yes,,,No,40.410609,-78.332728,Ville,8841,139026,Downsizing,Yes,No,David Thompson,6.99
"969 Smith Knoll West Charlotte, VI 36486","969 Smith Knoll West Charlotte, VI 36486",Reviewed, ,Auction.com, ,Yes,,969 Smith Knoll,West Charlotte,VI,36486,Duplex,Near,,2.48,505,,,No,Well,Septic,1991,3429,4038,,3,2,No,Ranch,9.72,12.45,,2,3438,457962,442329,492355,3017,3586,1292,1558,357,76753,64459,Yes,,,No,No,No,Yes,Yes,,,No,37.859608,-106.772935,Flats,9820,529295,Job Transfer,No,No,Jason Miller,7.18
"4409 Molina Springs Barberville, FL 59671","4409 Molina Springs Barberville, FL 59671",New,Available,Broker,Chicgo,,,4409 Molina Springs,Barberville,FL,59671,Single Family Home,Far,,2.66,1483,No,No,,,Septic,1989,1370,4539,Street,1,3,No,Ranch,9.72,17.76,No,5,3296,453811,512588,145731,1701,3580,1619,2407,405,35573,19737,No,Yes,No,,No,No,No,Yes,Yes,No,,40.975581,-102.194244,Summit,4566,438673,Job Transfer,,No,Luis Garcia,3.32
"33754 Stewart Forge Suite 381 Normanside, IA 90739","33754 Stewart Forge Suite 381 Normanside, IA 90739",Null, ,Internal,Chicgo,,,33754 Stewart Forge Suite 381,Normanside,IA,90739,Single Family Home,Far,Near,1.57,1649,Yes,No,,Well,City,1998,1563,9073,Street,6,2,No,Split,3.28,13.42,No,4,1518,228570,279839,190369,2023,3776,1863,2972,257,12821,82301,Yes,Yes,No,,No,,Yes,,Yes,,Yes,41.086479,-96.832103,Heights,4793,510761,,Yes,Yes,Jessica Lin,7.45
"9892 Bradshaw Drives Jimenezfurt, MT 23356","9892 Bradshaw Drives Jimenezfurt, MT 23356",Offered,Pending,MLS, ,,Flood Zone,9892 Bradshaw Drives,Jimenezfurt,MT,23356,Condo,,,2.32,1611,,Yes,Yes,,Septic,1992,793,7286,Street,2,1,No,,3.75,10.55,Yes,1,1305,156824,294241,108965,1774,1470,1917,2831,302,77287,73454,Yes,,No,,Yes,,Yes,,No,No,Yes,33.793726,-104.680441,Throughway,7711,195470,Investor Sale,No,Yes,Luis Garcia,5.02
"3685 Mayer Squares Apt. 706 South Christopher, MD 02601","3685 Mayer Squares Apt. 706 South Christopher, MD 02601", ,Close,Opendoor,Chicgo,Yes,Flood Zone,3685 Mayer Squares Apt. 706,South Christopher,MD,02601,Single Family Home,Far,,2.56,1689,,No,,City,,2013,1290,2207,,2,2,,Colonial,4.4,12.8,,5,930,390170,399435,364167,3404,1474,1018,3219,356,64052,44074,,,No,,,,Yes,,,Yes,,36.219763,-110.688475,Garden,9202,314014,Investor Sale,,Yes,Amit Kumar,5.66
"14969 Kevin Street Suite 117 Aaronfort, NY 50014","14969 Kevin Street Suite 117 Aaronfort, NY 50014",New,Kick,Opendoor, ,Yes,Minimal Flood,14969 Kevin Street Suite 117,Aaronfort,NY,50014,Townhouse,,Far,1.49,880,Yes,,Yes,Well,Septic,2018,1016,3712,Garage,5,3,No,Split,9.35,5.75,Yes,2,3306,173595,317205,511974,2707,1297,1162,1549,94,44936,90479,Yes,Yes,No,,Yes,No,,No,Yes,No,No,40.738457,-104.540638,Glen,4223,379186,,,No,Sophia Williams,9.61
"13085 Robinson Pines Apt. 992 Edwinview, RI 33762","13085 Robinson Pines Apt. 992 Edwinview, RI 33762",Null,Cancelled,Auction.com,Chicago,No,Flood Zone,13085 Robinson Pines Apt. 992,Edwinview,RI,33762,Duplex,Far,,3.11,1230,No,,Yes,,City,1979,1102,3979,Driveway,4,1,Yes,Split,5.25,8.18,,4,1435,454738,325514,181408,1782,2154,1500,1196,494,78531,69785,Yes,,No,Yes,,Yes,Yes,No,Yes,Yes,No,33.794385,-112.481649,Falls,4390,254321,Job Transfer,,No,Luis Garcia,6.16
"5341 Amber Rapid North Lisa, SC 97575","5341 Amber Rapid North Lisa, SC 97575",Offered,Always Kick,MLS,Chicago,No,Minimal Flood,5341 Amber Rapid,North Lisa,SC,97575,Duplex,,Far,3.09,1192,,Yes,,City,City,1959,1316,4683,Driveway,4,3,Yes,Split,7.73,12.84,Yes,1,2371,203207,252223,306793,1942,1635,991,2794,361,40994,32420,,Yes,No,Yes,,,,Yes,No,No,Yes,39.609133,-97.395072,Crest,7376,374400,Job Transfer,Yes,,Sophia Williams,7.53
"9249 Kristy Curve Apt. 981 Anneton, TN 70668","9249 Kristy Curve Apt. 981 Anneton, TN 70668",Offered,Null,Opendoor,Florida,,,9249 Kristy Curve Apt. 981,Anneton,TN,70668,Townhouse,Far,Near,1.8,676,No,,,Well,,1959,701,8450,Driveway,5,4,,,4.01,19.09,No,2,2294,157417,366833,501596,3426,3382,1913,1644,342,32580,5794,,No,Yes,,No,Yes,No,No,,Yes,Yes,35.133696,-82.810582,Circle,3533,408900,Job Transfer,,,Luis Garcia,6.94
"1219 Michael Lodge Vasquezfort, KS 37695","1219 Michael Lodge Vasquezfort, KS 37695",Cancelled,Close,MLS,Chicgo,No,Minimal Flood,1219 Michael Lodge,Vasquezfort,KS,37695,Single Family Home,Near,Far,2.56,353,Yes,No,Yes,City,,1979,3344,1038,,5,3,,Colonial,9.06,5.34,Yes,3,1582,105966,333899,564128,2949,1998,961,1587,15,21575,95075,,No,,No,,,,,Yes,Yes,Yes,34.14957,-91.249635,Forges,8939,339659,Downsizing,Yes,,Jason Miller,5.03
"9775 Price Course South Robertmouth, MA 47470","9775 Price Course South Robertmouth, MA 47470",Offered,Closed,Broker,Dallas,Yes,,9775 Price Course,South Robertmouth,MA,47470,Duplex,,,2.22,384,,No,,City,,2013,1926,1576,Driveway,1,1,Yes,Split,10.04,7.17,,2,3365,282287,265598,398335,1551,1525,767,2421,472,89823,68281,,No,Yes,No,Yes,No,No,Yes,,Yes,No,37.794772,-73.670986,Alley,4808,133671,Downsizing,No,,Emily Patel,7.41
"5676 Huang Field Bryceport, NH 21280","5676 Huang Field Bryceport, NH 21280",Accepted Offer,Available,MLS,Florida,Yes,Flood Zone,5676 Huang Field,Bryceport,NH,21280,Townhouse,Near,Near,3.11,1780,No,No,,City,Septic,2003,897,4220,Garage,4,1,,,11.23,18.78,,2,2188,134990,500307,142305,1048,2626,1912,1826,452,25323,77427,No,Yes,Yes,,Yes,Yes,,,No,,Yes,33.265663,-85.573108,Point,4972,341294,Downsizing,No,Yes,Emily Patel,4.98
"14681 Julie Row Michaelport, NV 04992","14681 Julie Row Michaelport, NV 04992",Null,Null,Internal,Atlanta,Yes,Minimal Flood,14681 Julie Row,Michaelport,NV,04992,SFR,Far,Far,1.49,158,No,No,,City,Septic,1955,735,5568,Garage,1,4,Yes,,10.14,10.37,No,1,3241,248205,199360,301650,1830,1155,702,2208,311,7142,53625,,Yes,,Yes,,,No,,No,,No,40.212276,-75.573185,Trail,2396,279912,Investor Sale,Yes,Yes,Priya Sharma,7.9
"50458 Robert Lake Carpenterfurt, NM 04319","50458 Robert Lake Carpenterfurt, NM 04319",Cancelled,Always Kick,Opendoor,Dalas,Yes,Flood Zone,50458 Robert Lake,Carpenterfurt,NM,04319,Townhouse,,Near,1.08,1799,Yes,No,Yes,City,City,1984,1065,3318,Driveway,6,1,Yes,,5.5,13.94,Yes,4,1559,321878,261050,389714,3132,1001,1195,2542,200,79675,71800,No,,,No,No,,,,,Yes,Yes,41.222616,-95.565,Via,4740,438301,Downsizing,Yes,No,Luis Garcia,9.93
"2508 Stacey Street Apt. 540 Lorihaven, VT 12594","2508 Stacey Street Apt. 540 Lorihaven, VT 12594",Reviewed,Pend,M L S,Florida,Yes,,2508 Stacey Street Apt. 540,Lorihaven,VT,12594,Single Family Home,Far,Far,2.84,1574,Yes,Yes,Yes,City,City,1991,2060,7857,,2,2,,Split,3.29,9.09,,4,2946,354991,214346,242714,1573,1336,961,2281,464,52814,48675,,Yes,Yes,No,,,No,,,Yes,Yes,39.15815,-80.610764,Path,6996,152084,Job Transfer,Yes,Yes,Sophia Williams,4.44
"9246 Bennett Point Suite 381 North Thomas, VT 33820","9246 Bennett Point Suite 381 North Thomas, VT 33820", , ,Auction.com,Dalas,Yes,Minimal Flood,9246 Bennett Point Suite 381,North Thomas,VT,33820,Townhouse,Near,Near,1.21,1547,Yes,No,,Well,City,1954,1801,1310,Garage,3,2,No,Split,3.78,10.99,,4,2187,228556,114847,168097,3450,2198,1020,2145,206,81657,50380,Yes,Yes,Yes,,,No,No,Yes,No,,No,34.150318,-109.954524,Stream,2616,361480,Job Transfer,No,Yes,Sophia Williams,6.03
"5406 Black Parks South Ronald, IL 43424","5406 Black Parks South Ronald, IL 43424",Null,Closed,Bulk,Tampa,,Flood Zone,5406 Black Parks,South Ronald,IL,43424,Duplex,,Far,1.41,863,Yes,,Yes,Well,Septic,1994,3466,3326,Garage,1,2,,,10.55,11.89,No,3,1051,222977,381291,136013,1222,1252,1547,2328,357,71488,95818,No,No,,No,Yes,No,,,Yes,No,No,41.78666,-115.547387,Falls,3699,241821,Job Transfer,,Yes,Jessica Lin,7.56
"61266 Nicholas Courts New Amanda, WI 96058","61266 Nicholas Courts New Amanda, WI 96058",Reviewed,Closed,M L S,Florida,Yes,Minimal Flood,61266 Nicholas Courts,New Amanda,WI,96058,Single Family Home,,Near,1.45,1201,Yes,,,,City,1951,2742,1968,Street,5,1,Yes,,7.01,13.02,Yes,5,1201,351730,526563,382790,3452,1139,1735,3166,57,92583,75482,No,No,Yes,No,Yes,,Yes,Yes,Yes,Yes,No,38.028744,-103.338411,Haven,3388,183498,Downsizing,Yes,No,Jessica Lin,4.64
"7986 Dalton Keys Smithchester, SD 12772","7986 Dalton Keys Smithchester, SD 12772",Reviewed,Always Kick,Internal,Florida,Yes,,7986 Dalton Keys,Smithchester,SD,12772,Duplex,,Near,1.5,1892,Yes,No,Yes,Well,City,1962,1036,1956,,6,2,No,Split,10.8,18.36,,4,1021,491529,157925,235319,972,2558,1640,3061,98,92625,16772,Yes,No,Yes,Yes,,No,Yes,Yes,No,Yes,No,39.70588,-106.33926,Burg,3628,475067,Job Transfer,,No,Emily Patel,7.55
"011 Pamela Plains Joseport, CA 15722","011 Pamela Plains Joseport, CA 15722",Reviewed,Pending,Auction.com,Tampa,,Flood Zone,011 Pamela Plains,Joseport,CA,15722,Townhouse,,,2.41,904,No,Yes,Yes,Well,City,2010,624,5613,Street,3,1,Yes,Ranch,3.84,19.48,No,2,2815,159443,122454,457534,1039,3370,949,2027,197,15249,12430,No,No,,No,,No,,No,,No,Yes,41.676881,-108.297104,Trail,3017,324725,Job Transfer,No,Yes,Jessica Lin,9.55
"14844 Christina Ports West Rachelmouth, FM 55605","14844 Christina Ports West Rachelmouth, FM 55605", ,Kick,Broker,Atlanta,Yes,,14844 Christina Ports,West Rachelmouth,FM,55605,SFR,Far,Far,1.59,1990,,Yes,Yes,,Septic,1983,2061,7161,Street,5,3,,Split,4.87,9.87,No,4,1192,191746,464801,413066,2023,3006,1609,2246,130,7036,79860,Yes,Yes,,Yes,No,No,No,,Yes,No,No,41.610377,-93.596164,Trafficway,8960,532753,,No,Yes,Amit Kumar,6.56
"04230 Connor Meadows Apt. 234 South Taratown, NV 16604","04230 Connor Meadows Apt. 234 South Taratown, NV 16604",Accepted Offer,Null,Opendoor,Florida,Yes,Minimal Flood,04230 Connor Meadows Apt. 234,South Taratown,NV,16604,SFR,Far,,2.19,1519,Yes,No,,City,City,1954,2452,8424,Driveway,5,2,Yes,Ranch,7.28,7.01,No,5,3012,186978,414156,396617,1252,1953,1764,3361,153,58232,15379,,,No,No,,,Yes,No,Yes,No,Yes,41.615461,-92.237664,Lodge,1683,245075,Job Transfer,Yes,Yes,David Thompson,7.39
"969 Moyer Bridge Suite 728 Williamborough, WI 33682","969 Moyer Bridge Suite 728 Williamborough, WI 33682",Accepted Offer,Close,Bulk,Dalas,,,969 Moyer Bridge Suite 728,Williamborough,WI,33682,SFR,Near,Far,3.36,1285,No,,No,Well,City,2014,1342,6652,,2,4,No,Split,8.42,7.56,No,2,2821,141750,224731,446275,1699,2061,1497,2896,148,84913,14474,Yes,,,No,Yes,Yes,Yes,,,Yes,,41.822779,-104.097644,Vista,2703,344759,,Yes,Yes,Samantha Pierce,6.04
"90182 Thornton Creek Apt. 034 Ianchester, NE 93727","90182 Thornton Creek Apt. 034 Ianchester, NE 93727",Cancelled,Available,M L S,Chicgo,,Flood Zone,90182 Thornton Creek Apt. 034,Ianchester,NE,93727,Townhouse,Near,Far,2.76,688,Yes,Yes,Yes,,,1950,810,7117,Street,1,4,Yes,Colonial,9.91,10.83,,1,2015,156524,443649,457195,1550,1599,1221,2769,254,69083,57012,No,,,,,Yes,No,,,No,Yes,33.901419,-89.53229,Rapid,4007,224233,Downsizing,,No,David Thompson,8.39
"94516 Holly Garden Apt. 410 Nicholaston, IL 56568","94516 Holly Garden Apt. 410 Nicholaston, IL 56568",Reviewed,Pending,Broker,Tampa,,,94516 Holly Garden Apt. 410,Nicholaston,IL,56568,Townhouse,Far,Far,3.38,279,,,,,,1976,1387,4817,,3,3,,Ranch,3.08,6.21,,3,2499,256208,126983,525235,2268,2631,1520,1355,483,82052,15293,,No,No,,Yes,Yes,No,No,Yes,No,No,35.530066,-87.266334,Brooks,5465,586989,Downsizing,No,Yes,Michael Chen,9.68
"6058 Alexandria Junctions Payneborough, NE 50456","6058 Alexandria Junctions Payneborough, NE 50456",Cancelled,Null,Auction.com,Dalas,,Flood Zone,6058 Alexandria Junctions,Payneborough,NE,50456,Townhouse,,Near,1.76,200,No,Yes,Yes,,Septic,1969,1450,8866,Street,4,1,Yes,Colonial,5.83,5.47,,3,2084,112718,93302,174974,1146,2041,1488,2770,138,84411,46702,,,No,No,,Yes,Yes,No,No,,Yes,37.559955,-93.08041,Plains,3536,553517,Downsizing,,Yes,Jason Miller,7.92
"8955 Michael Island Apt. 845 South Mary, AZ 42162","8955 Michael Island Apt. 845 South Mary, AZ 42162",Null,Null,M L S,Tampa,Yes,Flood Zone,8955 Michael Island Apt. 845,South Mary,AZ,42162,Single Family Home,,Near,3.38,962,Yes,,No,,,1984,1047,7042,Street,3,3,Yes,,3.97,16.93,,1,1866,206026,456975,112685,2749,3509,1058,3335,309,10925,27837,No,,,No,,No,Yes,No,No,Yes,No,35.052551,-107.185851,Way,4377,151802,,No,Yes,Emily Patel,4.24
"7249 Wright Inlet West Davidmouth, NY 30599","7249 Wright Inlet West Davidmouth, NY 30599",Cancelled,Cancelled,Auction.com,Dallas,No,Flood Zone,7249 Wright Inlet,West Davidmouth,NY,30599,Single Family Home,Far,,2.29,879,Yes,No,No,Well,City,2022,3218,2899,Garage,6,4,No,,8.72,7.82,No,5,2263,439731,250682,596826,2786,1788,1928,1617,111,25961,35830,No,Yes,No,,No,No,Yes,Yes,,No,Yes,37.786927,-89.755583,Expressway,5137,398883,Investor Sale,Yes,No,Amit Kumar,3.98
"941 Carolyn Extension Rogerside, SD 44966","941 Carolyn Extension Rogerside, SD 44966",New,Available,MLS,Chicgo,,,941 Carolyn Extension,Rogerside,SD,44966,SFR,Far,,1.65,1346,No,No,No,City,,1973,1962,5646,,1,2,,Ranch,6.55,19.28,No,2,887,320459,110317,189616,1625,3758,1304,1120,184,19360,84322,Yes,No,No,No,,,,No,No,,Yes,35.424309,-73.465273,Islands,6805,453074,Investor Sale,Yes,,Emily Patel,8.7
"98205 Chapman Forest Summersside, LA 49978","98205 Chapman Forest Summersside, LA 49978",New, ,Bulk,Dallas,,Flood Zone,98205 Chapman Forest,Summersside,LA,49978,SFR,,Near,1.36,18,,,No,,City,1972,3145,7425,,5,2,Yes,Split,5.46,13.64,No,3,1344,249286,315241,412868,3333,1560,1551,2017,327,43117,90899,,Yes,No,No,Yes,Yes,No,,,,Yes,37.840561,-111.416426,Lane,8467,403228,Downsizing,Yes,Yes,Jessica Lin,6.83
"109 Erica Route Apt. 598 Collinsmouth, KY 83127","109 Erica Route Apt. 598 Collinsmouth, KY 83127",Null,Close,M L S,Chicago,,Flood Zone,109 Erica Route Apt. 598,Collinsmouth,KY,83127,Townhouse,,Near,1.73,727,Yes,,,,Septic,1974,840,9001,Driveway,4,3,No,,10.55,6.42,,2,1322,222654,425670,406659,2913,3024,1120,3367,108,24889,46364,,No,,No,Yes,Yes,Yes,No,Yes,No,,40.477826,-100.973704,Mount,6293,309498,,Yes,Yes,Jessica Lin,8.01
"45636 William Locks West Rebeccaport, ID 86317","45636 William Locks West Rebeccaport, ID 86317",Cancelled,Available,MLS,Dallas,No,Flood Zone,45636 William Locks,West Rebeccaport,ID,86317,Single Family Home,Far,,3.33,1880,Yes,Yes,,,City,1994,2509,5046,,2,1,No,Ranch,10.02,14.84,,5,2984,497461,202123,354056,1435,1682,874,1201,225,33607,62763,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,Yes,40.603362,-109.793395,Drive,9970,548535,Downsizing,Yes,No,Sophia Williams,8.2
"806 Jennings Ridges Suite 476 North Jennifer, DE 64735","806 Jennings Ridges Suite 476 North Jennifer, DE 64735",Reviewed,Pending,M L S,Chicgo,,Minimal Flood,806 Jennings Ridges Suite 476,North Jennifer,DE,64735,Townhouse,Near,Far,1.37,1096,Yes,No,No,,,1976,2865,5715,Garage,6,4,,,8.67,5.92,,1,2558,364732,488223,303410,3316,3804,1637,1310,160,81222,68079,Yes,Yes,,,,,Yes,Yes,Yes,No,,34.094191,-110.492257,View,8012,223420,Job Transfer,,Yes,Emily Patel,7.65
"431 Montes Mount Johnsonmouth, LA 14303","431 Montes Mount Johnsonmouth, LA 14303",Null,Kick,MLS,Dallas,Yes,Flood Zone,431 Montes Mount,Johnsonmouth,LA,14303,SFR,,,2.21,463,No,Yes,,Well,City,1965,1861,1905,Driveway,5,3,,Ranch,7.67,13.0,,2,2027,309319,202273,260649,2795,2494,1568,3354,358,37132,37012,,,,,No,No,No,No,Yes,,Yes,38.952536,-117.623333,Cliff,5790,517326,,Yes,No,Priya Sharma,5.02
"14823 Sanchez Branch Suite 667 South Shawnside, MS 22322","14823 Sanchez Branch Suite 667 South Shawnside, MS 22322",Accepted Offer,Cancelled,MLS,Florida,,Flood Zone,14823 Sanchez Branch Suite 667,South Shawnside,MS,22322,Townhouse,Near,Near,1.23,1398,Yes,No,,Well,City,1982,3128,9927,Garage,4,2,,Split,11.57,19.78,,3,1762,483895,205239,252539,2343,2290,876,2861,303,37064,53128,No,No,,Yes,No,,Yes,No,,No,,33.789977,-109.411805,Trafficway,1562,476532,Downsizing,,No,Jason Miller,9.56
"4681 Simon Stravenue Phelpsmouth, AL 98938","4681 Simon Stravenue Phelpsmouth, AL 98938", ,Kick,MLS,Florida,,,4681 Simon Stravenue,Phelpsmouth,AL,98938,Single Family Home,Near,Near,2.05,762,Yes,No,No,Well,,1965,3304,8027,Driveway,6,1,,Colonial,9.85,5.66,Yes,5,1083,452245,173802,386474,1982,2704,1330,3114,285,52391,73690,Yes,No,No,No,,,Yes,No,Yes,No,No,33.038272,-89.577811,Lakes,6264,555711,,No,No,Amit Kumar,6.83
"614 Massey Fall Suite 101 Knappbury, NY 87521","614 Massey Fall Suite 101 Knappbury, NY 87521",Reviewed,Cancelled,Bulk, ,,Flood Zone,614 Massey Fall Suite 101,Knappbury,NY,87521,Single Family Home,Near,,2.7,483,,Yes,Yes,,City,2003,1948,7028,Street,4,3,,Colonial,4.13,11.24,No,3,1301,342668,276045,281674,3336,1999,1270,1521,472,34489,86815,Yes,No,Yes,No,Yes,Yes,Yes,,No,No,Yes,40.636685,-109.552938,Trafficway,4387,486646,,,,Michael Chen,3.77
"21403 Torres Spurs Port Heather, PR 65073","21403 Torres Spurs Port Heather, PR 65073",Reviewed, ,Auction.com,Florida,No,Minimal Flood,21403 Torres Spurs,Port Heather,PR,65073,Duplex,Near,,1.43,1090,,,No,Well,Septic,1982,3012,1339,Driveway,1,2,No,,11.53,12.93,No,4,2588,297370,456011,160828,3042,3257,1353,2739,165,14680,27401,Yes,Yes,,Yes,Yes,,,,,Yes,No,39.892733,-104.323576,Station,6065,500913,Downsizing,No,,Luis Garcia,3.85
